battle,battleLabel,year,location,locationLabel,locationCoordinates,country,countryLabel
http://www.wikidata.org/entity/Q2255524,Battle of Antioch,218,http://www.wikidata.org/entity/Q200441,Antioch on the Orontes,Point(36.15 36.2),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q2255524,Battle of Antioch,218,http://www.wikidata.org/entity/Q200441,Antioch on the Orontes,Point(36.15 36.2),http://www.wikidata.org/entity/Q2277,Roman Empire
http://www.wikidata.org/entity/Q2255524,Battle of Antioch,218,http://www.wikidata.org/entity/Q200441,Antioch on the Orontes,Point(36.15 36.2),http://www.wikidata.org/entity/Q12544,Byzantine Empire
http://www.wikidata.org/entity/Q2255524,Battle of Antioch,218,http://www.wikidata.org/entity/Q200441,Antioch on the Orontes,Point(36.15 36.2),http://www.wikidata.org/entity/Q17167,Roman Republic
http://www.wikidata.org/entity/Q4871188,Battle of Han River,219,http://www.wikidata.org/entity/Q515573,Hanzhong,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q2887977,Battle of Hormizdegan,224,http://www.wikidata.org/entity/Q643386,Shushtar,Point(48.85 32.05),http://www.wikidata.org/entity/Q794,Iran
http://www.wikidata.org/entity/Q4871200,Battle of Hefei,233,http://www.wikidata.org/entity/Q185684,Hefei,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q4871199,Battle of Hefei,234,http://www.wikidata.org/entity/Q185684,Hefei,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q555463,Battle at the Harzhorn,235,http://www.wikidata.org/entity/Q3783586,Harzhorn,Point(10.105 51.8324),http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q2243653,Battle of Resaena,243,http://www.wikidata.org/entity/Q3500626,Resaena,Point(40.0667 36.85),http://www.wikidata.org/entity/Q858,Syria
http://www.wikidata.org/entity/Q2334735,Battle of Philippopolis,250,http://www.wikidata.org/entity/Q459,Plovdiv,Point(24.75 42.15),http://www.wikidata.org/entity/Q219,Bulgaria
http://www.wikidata.org/entity/Q1421082,Battle of Abritus,251,http://www.wikidata.org/entity/Q182660,Dobruja,Point(26.54 43.51),http://www.wikidata.org/entity/Q218,Romania
http://www.wikidata.org/entity/Q1421082,Battle of Abritus,251,http://www.wikidata.org/entity/Q182660,Dobruja,Point(26.54 43.51),http://www.wikidata.org/entity/Q219,Bulgaria
http://www.wikidata.org/entity/Q2665461,Battle of Barbalissos,253,http://www.wikidata.org/entity/Q3634572,Barbalissos,Point(37.891158333 36.061033333),http://www.wikidata.org/entity/Q858,Syria
http://www.wikidata.org/entity/Q4871201,Battle of Hefei,253,http://www.wikidata.org/entity/Q185684,Hefei,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q2309606,Battle of Mediolanum,259,http://www.wikidata.org/entity/Q729978,Mediolanum,Point(9.16667 45.4667),http://www.wikidata.org/entity/Q1747689,ancient Rome
http://www.wikidata.org/entity/Q2887903,Q2887903,260,http://www.wikidata.org/entity/Q2749,Augsburg,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1165502,Battle of Edessa,260,http://www.wikidata.org/entity/Q1190403,Edessa,Point(38.8 37.15),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q16209451,Battle of Ctesiphon,263,http://www.wikidata.org/entity/Q192541,Ctesiphon,,http://www.wikidata.org/entity/Q796,Iraq
http://www.wikidata.org/entity/Q4872544,Battle of Thermopylae,267,http://www.wikidata.org/entity/Q194450,Thermopylae,Point(22.56277778 38.80527778),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q1267656,Battle of Lake Benacus,268,http://www.wikidata.org/entity/Q6414,Lake Garda,Point(10.62053 45.5806),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q929265,Battle of Naissus,268,http://www.wikidata.org/entity/Q129259,Niš,Point(21.9 43.3),http://www.wikidata.org/entity/Q403,Serbia
http://www.wikidata.org/entity/Q1289831,Battle of Pavia,271,http://www.wikidata.org/entity/Q380501,Pavie,Point(9.15 45.1833),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1289843,Battle of Placentia,271,http://www.wikidata.org/entity/Q13329,Piacenza,Point(9.7 45.05),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q762600,Battle of Fano,271,http://www.wikidata.org/entity/Q653678,Metauro,Point(13.0167 43.8333),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q2530973,Battle of Emesa,272,http://www.wikidata.org/entity/Q131301,Homs,Point(36.71 34.72),http://www.wikidata.org/entity/Q858,Syria
http://www.wikidata.org/entity/Q1231684,Battle of Châlons,274,http://www.wikidata.org/entity/Q47135,Châlons-en-Champagne,Point(4.365 48.9575),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q2479442,Battle of the Margus,285,http://www.wikidata.org/entity/Q211328,Great Morava,,http://www.wikidata.org/entity/Q403,Serbia
http://www.wikidata.org/entity/Q503605,Battle of Satala,298,http://www.wikidata.org/entity/Q208404,Kingdom of Armenia,,,
http://www.wikidata.org/entity/Q1547153,Battle of Verona,312,http://www.wikidata.org/entity/Q2028,Verona,Point(10.983333 45.433333),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q2364744,Battle of Turin,312,http://www.wikidata.org/entity/Q495,Turin,Point(7.7 45.066667),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q339321,Battle of the Milvian Bridge,312,http://www.wikidata.org/entity/Q1127325,Ponte Milvio,Point(12.466944444 41.935555555),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1132306,Battle of Tzirallum,313,http://www.wikidata.org/entity/Q214655,Çorlu,Point(27.8 41.15),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q1281436,Battle of Mardia,316,http://www.wikidata.org/entity/Q406239,Harmanli,Point(25.9 41.93333333),http://www.wikidata.org/entity/Q219,Bulgaria
http://www.wikidata.org/entity/Q179455,Battle of the Hellespont,324,http://www.wikidata.org/entity/Q6514,Dardanelles,Point(26.4 40.2),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q767848,Battle of Adrianople,324,http://www.wikidata.org/entity/Q43387,Edirne,Point(26.525 41.67),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q1264908,Battle of Chrysopolis,324,http://www.wikidata.org/entity/Q326339,Üsküdar,Point(29.033333333 40.016666666),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q1424076,Battle of Mursa Major,351,http://www.wikidata.org/entity/Q1309674,Castra Mursa,Point(18.670277777 45.560277777),http://www.wikidata.org/entity/Q224,Croatia
http://www.wikidata.org/entity/Q1784785,Battle of Mons Seleucus,353,http://www.wikidata.org/entity/Q630867,La Bâtie-Montsaléon,Point(5.73625 44.459806),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1583689,Battle of Brumath,356,http://www.wikidata.org/entity/Q22637,Brumath,Point(7.70917 48.7328),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q585291,Siege of Autun,356,http://www.wikidata.org/entity/Q190827,Autun,Point(4.3 46.95),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q585291,Siege of Autun,356,http://www.wikidata.org/entity/Q190827,Autun,Point(4.298611111 46.951111111),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q2166297,Battle of Durocortorum,356,http://www.wikidata.org/entity/Q41876,Reims,Point(4.0225 49.1456),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1367199,Battle of Strasbourg,357,http://www.wikidata.org/entity/Q2361353,Argentoratum,Point(7.752167 48.573806),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q815110,Siege of Amida,359,http://www.wikidata.org/entity/Q555783,Amida,Point(40.216667 37.916667),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q815110,Siege of Amida,359,http://www.wikidata.org/entity/Q555783,Amida,Point(40.21055556 37.98194444),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q767124,Battle of Ctesiphon,363,http://www.wikidata.org/entity/Q192541,Ctesiphon,Point(44.583333 33.1),http://www.wikidata.org/entity/Q796,Iraq
http://www.wikidata.org/entity/Q1231697,Battle of Samarra,363,http://www.wikidata.org/entity/Q170047,Samarra,,http://www.wikidata.org/entity/Q796,Iraq
http://www.wikidata.org/entity/Q79322567,Battle of Voskha,364,http://www.wikidata.org/entity/Q79315682,Voskha,,,
http://www.wikidata.org/entity/Q2479447,Battle of Thyatira,366,http://www.wikidata.org/entity/Q1135603,Thyatira,,http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q2166222,Battle of Solicinium,368,http://www.wikidata.org/entity/Q183,Germany,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q4870386,Battle of Bagrevand,371,http://www.wikidata.org/entity/Q2746547,Bagrevand,Point(43.476944444 39.608333333),http://www.wikidata.org/entity/Q208404,Kingdom of Armenia
http://www.wikidata.org/entity/Q27953368,Battle of Pyongyang (371),371,http://www.wikidata.org/entity/Q18808,Pyongyang,,http://www.wikidata.org/entity/Q423,North Korea
http://www.wikidata.org/entity/Q4873022,Battle of the Tanais River,373,http://www.wikidata.org/entity/Q1229,Don,Point(39.2875 47.06083333),http://www.wikidata.org/entity/Q159,Russia
http://www.wikidata.org/entity/Q16208780,Battle of Marcianople,376,http://www.wikidata.org/entity/Q431280,Marcianopolis,Point(27.583333 43.216667),http://www.wikidata.org/entity/Q219,Bulgaria
http://www.wikidata.org/entity/Q2154977,Battle of the Willows,377,http://www.wikidata.org/entity/Q199499,Moesia,Point(27.5833 43.2167),,
http://www.wikidata.org/entity/Q16207132,Battle of Constantinople,378,http://www.wikidata.org/entity/Q16869,Constantinople,Point(28.95 41.0),http://www.wikidata.org/entity/Q12544,Byzantine Empire
http://www.wikidata.org/entity/Q16207132,Battle of Constantinople,378,http://www.wikidata.org/entity/Q16869,Constantinople,Point(28.95 41.0),http://www.wikidata.org/entity/Q12560,Ottoman Empire
http://www.wikidata.org/entity/Q16207132,Battle of Constantinople,378,http://www.wikidata.org/entity/Q16869,Constantinople,Point(28.95 41.0),http://www.wikidata.org/entity/Q178897,Latin Empire
http://www.wikidata.org/entity/Q767605,Battle of Argentovaria,378,http://www.wikidata.org/entity/Q83412,Horbourg-Wihr,Point(7.35556 48.0817),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q192473,Battle of Adrianople,378,http://www.wikidata.org/entity/Q43387,Edirne,Point(26.6 41.8),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q16931381,Siege of Adrianople,378,http://www.wikidata.org/entity/Q43387,Edirne,Point(26.566667 41.666667),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q2568416,Battle of Thessalonica,380,http://www.wikidata.org/entity/Q17151,Thessaloniki,Point(22.9439 40.6403),http://www.wikidata.org/entity/Q41,Greece
http://www.wikidata.org/entity/Q2889171,Q2889171,383,http://www.wikidata.org/entity/Q270273,Lutetia,Point(2.35183 48.8566),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1333898,Battle of Fei River,383,http://www.wikidata.org/entity/Q40956,Anhui,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q389540,Battle of the Save,388,http://www.wikidata.org/entity/Q14383,Sava,Point(15.871388888 46.418611111),http://www.wikidata.org/entity/Q215,Slovenia
http://www.wikidata.org/entity/Q389540,Battle of the Save,388,http://www.wikidata.org/entity/Q14383,Sava,Point(15.871388888 46.418611111),http://www.wikidata.org/entity/Q224,Croatia
http://www.wikidata.org/entity/Q389540,Battle of the Save,388,http://www.wikidata.org/entity/Q14383,Sava,Point(15.871388888 46.418611111),http://www.wikidata.org/entity/Q225,Bosnia and Herzegovina
http://www.wikidata.org/entity/Q389540,Battle of the Save,388,http://www.wikidata.org/entity/Q14383,Sava,Point(15.871388888 46.418611111),http://www.wikidata.org/entity/Q403,Serbia
http://www.wikidata.org/entity/Q836944,Battle of the Frigidus,394,http://www.wikidata.org/entity/Q2625492,Vipava Valley,Point(13.93615556 45.87041111),http://www.wikidata.org/entity/Q215,Slovenia
http://www.wikidata.org/entity/Q7509826,Siege of Asti,402,http://www.wikidata.org/entity/Q6122,Asti,Point(8.206944444 44.9),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q762717,Battle of Pollentia,402,http://www.wikidata.org/entity/Q18382,Bra,Point(7.85 44.7),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1890225,Battle of Verona,402,http://www.wikidata.org/entity/Q2028,Verona,Point(10.9833 45.4333),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q444590,Battle of Faesulae,406,http://www.wikidata.org/entity/Q82670,Fiesole,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q3486069,Battle of Arles,411,http://www.wikidata.org/entity/Q48292,Arles,Point(4.628611111 43.676944444),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q4872963,Battle of the Nervasos Mountains,419,http://www.wikidata.org/entity/Q71140,León Province,,http://www.wikidata.org/entity/Q29,Spain
http://www.wikidata.org/entity/Q13126317,Alleluia Victory of Germanus,430,http://www.wikidata.org/entity/Q1191195,Mold,Point(-3.133 53.166),http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q2435881,Battle of Ravenna,432,http://www.wikidata.org/entity/Q13369,Rimini,Point(12.2 44.4167),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q4871168,Battle of Guoloph,437,http://www.wikidata.org/entity/Q6998989,Nether Wallop,Point(-1.56952 51.12744),http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q734700,Battle of Avarayr,451,http://www.wikidata.org/entity/Q4827736,Avarayr Plain,Point(45.057091666 39.338791666),http://www.wikidata.org/entity/Q794,Iran
http://www.wikidata.org/entity/Q139808,Battle of the Catalaunian Plains,451,http://www.wikidata.org/entity/Q5489,Troyes,,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q139808,Battle of the Catalaunian Plains,451,http://www.wikidata.org/entity/Q2955921,Q2955921,,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q7396805,Sack of Aquileia,452,http://www.wikidata.org/entity/Q53216,Aquileia,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q841211,Battle of Nedao,454,http://www.wikidata.org/entity/Q170062,Pannonia,Point(19.016666666 44.933333333),http://www.wikidata.org/entity/Q2277,Roman Empire
http://www.wikidata.org/entity/Q2741713,Battle of Aylesford,455,http://www.wikidata.org/entity/Q793057,Aylesford,Point(0.5 51.3167),http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q766072,Battle of Órbigo,456,http://www.wikidata.org/entity/Q14766,Órbigo River,Point(-5.70655 41.9899),http://www.wikidata.org/entity/Q29,Spain
http://www.wikidata.org/entity/Q19893842,Battle of Agrigentum,456,http://www.wikidata.org/entity/Q13678,Agrigento,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q2888361,Q2888361,457,http://www.wikidata.org/entity/Q23298,Kent,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q4870331,Battle of Arelate,458,http://www.wikidata.org/entity/Q48292,Arles,,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1566468,Battle of Cartagena,461,http://www.wikidata.org/entity/Q162615,Cartagena,,http://www.wikidata.org/entity/Q29,Spain
http://www.wikidata.org/entity/Q2457256,Battle of Orleans,463,http://www.wikidata.org/entity/Q6548,Orléans,,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q4845152,Battle of Wippedesfleot,466,http://www.wikidata.org/entity/Q5331558,Ebbsfleet,Point(1.352 51.314),http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q612221,Battle of Cape Bon,468,http://www.wikidata.org/entity/Q849879,Cap Bon,,http://www.wikidata.org/entity/Q948,Tunisia
http://www.wikidata.org/entity/Q4870425,Battle of Bassianae,468,http://www.wikidata.org/entity/Q2887419,Bassianae,,http://www.wikidata.org/entity/Q403,Serbia
http://www.wikidata.org/entity/Q13190,Battle of Bolia,469,http://www.wikidata.org/entity/Q170062,Pannonia,Point(18.05 47.683333),http://www.wikidata.org/entity/Q2277,Roman Empire
http://www.wikidata.org/entity/Q2888472,Battle of Déols,469,http://www.wikidata.org/entity/Q473103,Déols,,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q4872170,Battle of Ravenna,476,http://www.wikidata.org/entity/Q13364,Ravenna,Point(12.2 44.41666667),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q892169,Battle of the Utus,477,http://www.wikidata.org/entity/Q173082,Dacia,Point(24.68 43.61),,
http://www.wikidata.org/entity/Q4871211,Battle of Herat,484,http://www.wikidata.org/entity/Q45313,Herat,,http://www.wikidata.org/entity/Q889,Afghanistan
http://www.wikidata.org/entity/Q4871718,Battle of Mercredesburne,485,http://www.wikidata.org/entity/Q676184,Kingdom of Sussex,Point(0.426664 50.930454),http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q39154,Battle of Soissons,486,http://www.wikidata.org/entity/Q167152,Soissons,,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q368842,Battle of Verona,489,http://www.wikidata.org/entity/Q2028,Verona,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1281559,Battle of Isonzo,489,http://www.wikidata.org/entity/Q202760,Soča,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1281559,Battle of Isonzo,489,http://www.wikidata.org/entity/Q202760,Soča,,http://www.wikidata.org/entity/Q215,Slovenia
http://www.wikidata.org/entity/Q4870796,Battle of Cotyaeum,492,http://www.wikidata.org/entity/Q188894,Kütahya,Point(29.9833 39.4167),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q4870796,Battle of Cotyaeum,492,http://www.wikidata.org/entity/Q188894,Kütahya,Point(29.9833 39.4167),http://www.wikidata.org/entity/Q12560,Ottoman Empire
http://www.wikidata.org/entity/Q264737,Battle of Tolbiac,496,http://www.wikidata.org/entity/Q365,Cologne,Point(6.601111111 50.675277777),http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q595320,Battle of Badon,500,http://www.wikidata.org/entity/Q23666,Great Britain,Point(-2.36 51.38),http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q14360450,Battle of Dijon,500,http://www.wikidata.org/entity/Q7003,Dijon,Point(5.0428 47.3239),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q1509257,Battle of Strasbourg,506,http://www.wikidata.org/entity/Q6602,Strasbourg,,http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q851504,Battle of Vouille,507,http://www.wikidata.org/entity/Q751249,Vouillé,Point(0.3333 46.5833),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q2889491,Q2889491,508,http://www.wikidata.org/entity/Q740418,Netley,,http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q20431182,Q20431182,510,http://www.wikidata.org/entity/Q17587742,Barcino,Point(2.166666666 41.401944444),http://www.wikidata.org/entity/Q2277,Roman Empire
http://www.wikidata.org/entity/Q20640741,Q20640741,512,http://www.wikidata.org/entity/Q17587742,Barcino,Point(2.166666666 41.401944444),http://www.wikidata.org/entity/Q2277,Roman Empire
http://www.wikidata.org/entity/Q966386,Battle of Vézeronce,524,http://www.wikidata.org/entity/Q1021152,Morestel,Point(5.5 45.33333333),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q385604,Battle of Dara,530,http://www.wikidata.org/entity/Q585145,Dara,Point(40.955 37.18),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q1637986,Battle of Satala,530,http://www.wikidata.org/entity/Q2211116,Satala,Point(39.6 40.05),http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q4873035,Battle of the Unstrut River,531,http://www.wikidata.org/entity/Q168390,Unstrut,,http://www.wikidata.org/entity/Q183,Germany
http://www.wikidata.org/entity/Q1265750,Battle of Callinicum,531,http://www.wikidata.org/entity/Q283368,Raqqa,Point(39.016666666 35.95),http://www.wikidata.org/entity/Q858,Syria
http://www.wikidata.org/entity/Q444201,Battle of Autun,532,http://www.wikidata.org/entity/Q190827,Autun,Point(4.299444444 46.951666666),http://www.wikidata.org/entity/Q142,France
http://www.wikidata.org/entity/Q19389203,Q19389203,533,http://www.wikidata.org/entity/Q1897,Cagliari,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1127353,Battle of Ad Decimum,533,http://www.wikidata.org/entity/Q6343,Carthage,Point(10.3333 36.75),http://www.wikidata.org/entity/Q246737,Exarchate of Africa
http://www.wikidata.org/entity/Q1127353,Battle of Ad Decimum,533,http://www.wikidata.org/entity/Q6343,Carthage,Point(10.3333 36.75),http://www.wikidata.org/entity/Q2429397,Ancient Carthage
http://www.wikidata.org/entity/Q1127353,Battle of Ad Decimum,533,http://www.wikidata.org/entity/Q6343,Carthage,Point(10.3333 36.75),http://www.wikidata.org/entity/Q10416611,Vandal Kingdom
http://www.wikidata.org/entity/Q598261,Battle of Tricamarum,533,http://www.wikidata.org/entity/Q6343,Carthage,Point(10.316666666 36.85),http://www.wikidata.org/entity/Q246737,Exarchate of Africa
http://www.wikidata.org/entity/Q598261,Battle of Tricamarum,533,http://www.wikidata.org/entity/Q6343,Carthage,Point(10.316666666 36.85),http://www.wikidata.org/entity/Q2429397,Ancient Carthage
http://www.wikidata.org/entity/Q598261,Battle of Tricamarum,533,http://www.wikidata.org/entity/Q6343,Carthage,Point(10.316666666 36.85),http://www.wikidata.org/entity/Q10416611,Vandal Kingdom
http://www.wikidata.org/entity/Q18745372,Q18745372,535,http://www.wikidata.org/entity/Q2656,Palermo,Point(13.3667 38.1167),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q3271035,Battle of Shayuan,537,http://www.wikidata.org/entity/Q47974,Shaanxi,,http://www.wikidata.org/entity/Q148,People's Republic of China
http://www.wikidata.org/entity/Q20312996,Battle of Treviso,541,http://www.wikidata.org/entity/Q5475,Treviso,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1895789,Battle of Faventia,542,http://www.wikidata.org/entity/Q52981,Faenza,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q2237629,Battle of Mucellium,542,http://www.wikidata.org/entity/Q283034,Mugello,Point(11.3833 43.95),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q60793107,Battle of Anglon,543,http://www.wikidata.org/entity/Q2571688,Persian Armenia,,http://www.wikidata.org/entity/Q83891,Sasanian Empire
http://www.wikidata.org/entity/Q2890068,Battle of Sufetula,544,http://www.wikidata.org/entity/Q6471038,Sbeitla,,http://www.wikidata.org/entity/Q948,Tunisia
http://www.wikidata.org/entity/Q2628454,Sack of Rome,546,http://www.wikidata.org/entity/Q220,Rome,,http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q2119353,Battle of Sena Gallica,551,http://www.wikidata.org/entity/Q124925,Senigallia,Point(13.252777777 43.713055555),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1283832,Battle of Asfeld,552,http://www.wikidata.org/entity/Q170062,Pannonia,,http://www.wikidata.org/entity/Q2277,Roman Empire
http://www.wikidata.org/entity/Q769358,Battle of Taginae,552,http://www.wikidata.org/entity/Q20457,Gualdo Tadino,Point(12.783333333 43.233333333),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q1137764,Battle of Mons Lactarius,552,http://www.wikidata.org/entity/Q929453,Monti Lattari,Point(14.5 40.65),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q67203695,Siege of Onoguris,554,http://www.wikidata.org/entity/Q67216811,Onoguris,Point(44.46008 42.296477),http://www.wikidata.org/entity/Q136884,Lazica
http://www.wikidata.org/entity/Q1458166,Battle of the Volturnus,554,http://www.wikidata.org/entity/Q572191,Volturno,Point(14.056666666 41.091666666),http://www.wikidata.org/entity/Q38,Italy
http://www.wikidata.org/entity/Q4870466,Battle of Beran Byrig,556,http://www.wikidata.org/entity/Q807881,Barbury Castle,Point(-1.786808 51.485458),http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q16245323,Battle of Cúl Dreimhne,561,http://www.wikidata.org/entity/Q179325,County Sligo,,http://www.wikidata.org/entity/Q27,Ireland
http://www.wikidata.org/entity/Q15211638,Battle of Hadhramaut,570,http://www.wikidata.org/entity/Q1517159,Hadhramaut,,http://www.wikidata.org/entity/Q805,Yemen
http://www.wikidata.org/entity/Q79383137,Q79383137,572,http://www.wikidata.org/entity/Q429059,Dvin,,http://www.wikidata.org/entity/Q399,Armenia
http://www.wikidata.org/entity/Q2633662,Battle of Arfderydd,573,http://www.wikidata.org/entity/Q23360,Cumberland,Point(-2.91666667 55.01666667),http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q1429157,Battle of Deorham,577,http://www.wikidata.org/entity/Q3396948,Dyrham,Point(-2.36841 51.48886),http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q4870253,Battle of Alclud Ford,580,http://www.wikidata.org/entity/Q2177200,Dumbarton Castle,Point(-4.561987 55.937201),http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q2888335,Battle of Constantine,582,http://www.wikidata.org/entity/Q497731,Viranşehir,,http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q2888190,Q2888190,585,http://www.wikidata.org/entity/Q83247,Braga,,http://www.wikidata.org/entity/Q45,Portugal
http://www.wikidata.org/entity/Q1790298,Battle of Solachon,586,http://www.wikidata.org/entity/Q585145,Dara,,http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q2237614,Battle of Martyropolis,588,http://www.wikidata.org/entity/Q945404,Silvan,,http://www.wikidata.org/entity/Q43,Turkey
http://www.wikidata.org/entity/Q1233768,Battle of Blarathon,591,http://www.wikidata.org/entity/Q2607082,Ganzak,,,
http://www.wikidata.org/entity/Q4872748,Battle of Woden's Burg,592,http://www.wikidata.org/entity/Q4678577,Adam's Grave,Point(-1.8372 51.3556),http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q4872153,Battle of Raith,596,http://www.wikidata.org/entity/Q691685,Kirkcaldy,Point(-3.193417 56.117233),http://www.wikidata.org/entity/Q145,United Kingdom
http://www.wikidata.org/entity/Q1504536,Battles of Viminacium,599,http://www.wikidata.org/entity/Q1231824,Viminacium,Point(21.168889 44.711944),http://www.wikidata.org/entity/Q403,Serbia
http://www.wikidata.org/entity/Q3403266,Battle of Catraeth,600,http://www.wikidata.org/entity/Q1024102,Catterick,Point(-1.6301 54.3774),http://www.wikidata.org/entity/Q145,United Kingdom
